q_id	q0	doc_id	score	rank	model
4	0	s_1278_27_75	0.45328107476234436	533	all-MiniLM-L6-v2
4	0	s_2815_1416_3	0.45318442583084106	534	all-MiniLM-L6-v2
4	0	s_350_490_0	0.452983021736145	535	all-MiniLM-L6-v2
4	0	s_1404_621_3	0.4529244303703308	536	all-MiniLM-L6-v2
4	0	s_356_102_17	0.4528370499610901	537	all-MiniLM-L6-v2
4	0	s_2161_201_1	0.4528295695781708	538	all-MiniLM-L6-v2
4	0	s_2663_128_23	0.45262378454208374	539	all-MiniLM-L6-v2
4	0	s_1551_51_6	0.45255082845687866	540	all-MiniLM-L6-v2
4	0	s_2415_120_10	0.45224159955978394	541	all-MiniLM-L6-v2
4	0	s_106_2_0	0.4521154761314392	542	all-MiniLM-L6-v2
4	0	s_1738_131_1	0.4520813524723053	543	all-MiniLM-L6-v2
4	0	s_1983_8_0	0.45204782485961914	544	all-MiniLM-L6-v2
4	0	s_2249_90_0	0.45200085639953613	545	all-MiniLM-L6-v2
4	0	s_655_584_0	0.4517737627029419	546	all-MiniLM-L6-v2
4	0	s_796_563_4	0.45172420144081116	547	all-MiniLM-L6-v2
4	0	s_2035_401_2	0.4515303075313568	548	all-MiniLM-L6-v2
4	0	s_418_1241_0	0.45149555802345276	549	all-MiniLM-L6-v2
4	0	s_2150_400_0	0.45136767625808716	550	all-MiniLM-L6-v2
4	0	s_289_704_1	0.45133548974990845	551	all-MiniLM-L6-v2
4	0	s_258_502_0	0.45132002234458923	552	all-MiniLM-L6-v2
4	0	s_749_626_0	0.4512566924095154	553	all-MiniLM-L6-v2
4	0	s_1404_105_33	0.4507324993610382	554	all-MiniLM-L6-v2
4	0	s_1495_649_6	0.4505375325679779	555	all-MiniLM-L6-v2
4	0	s_2338_830_1	0.45031028985977173	556	all-MiniLM-L6-v2
4	0	s_1086_35_0	0.450289785861969	557	all-MiniLM-L6-v2
4	0	s_2402_770_1	0.4502592086791992	558	all-MiniLM-L6-v2
4	0	s_897_1242_11	0.4502011239528656	559	all-MiniLM-L6-v2
4	0	s_1287_337_31	0.45007961988449097	560	all-MiniLM-L6-v2
4	0	s_84_34_5	0.45006120204925537	561	all-MiniLM-L6-v2
4	0	s_891_339_54	0.4498741030693054	562	all-MiniLM-L6-v2
4	0	s_149_270_10	0.44986894726753235	563	all-MiniLM-L6-v2
4	0	s_3105_85_0	0.44961822032928467	564	all-MiniLM-L6-v2
4	0	s_714_128_0	0.4495977461338043	565	all-MiniLM-L6-v2
4	0	s_1922_158_2	0.4494672119617462	566	all-MiniLM-L6-v2
4	0	s_2314_7_149	0.4494112730026245	567	all-MiniLM-L6-v2
4	0	s_651_132_0	0.44930291175842285	568	all-MiniLM-L6-v2
4	0	s_1681_587_0	0.44914379715919495	569	all-MiniLM-L6-v2
4	0	s_2146_322_0	0.4487517476081848	570	all-MiniLM-L6-v2
4	0	s_459_641_0	0.4487341046333313	571	all-MiniLM-L6-v2
4	0	s_2257_110_37	0.44856056571006775	572	all-MiniLM-L6-v2
4	0	s_18_1011_3	0.44853147864341736	573	all-MiniLM-L6-v2
4	0	s_1404_218_1	0.44843733310699463	574	all-MiniLM-L6-v2
4	0	s_993_4_5	0.448326051235199	575	all-MiniLM-L6-v2
4	0	s_1351_62_10	0.4482819736003876	576	all-MiniLM-L6-v2
4	0	s_1749_859_21	0.44822195172309875	577	all-MiniLM-L6-v2
4	0	s_1609_255_6	0.4482104182243347	578	all-MiniLM-L6-v2
4	0	s_1499_1086_27	0.44813403487205505	579	all-MiniLM-L6-v2
4	0	s_313_1001_35	0.44799351692199707	580	all-MiniLM-L6-v2
4	0	s_1692_715_86	0.4477245807647705	581	all-MiniLM-L6-v2
4	0	s_1112_67_1	0.44758495688438416	582	all-MiniLM-L6-v2
4	0	s_727_920_0	0.4475097954273224	583	all-MiniLM-L6-v2
4	0	s_1455_341_0	0.4473545253276825	584	all-MiniLM-L6-v2
4	0	s_1601_203_31	0.44730979204177856	585	all-MiniLM-L6-v2
4	0	s_1283_145_1	0.4470224380493164	586	all-MiniLM-L6-v2
4	0	s_2292_28_3	0.4469490051269531	587	all-MiniLM-L6-v2
4	0	s_2338_210_6	0.4468124210834503	588	all-MiniLM-L6-v2
4	0	s_1749_601_29	0.44679707288742065	589	all-MiniLM-L6-v2
4	0	s_356_87_28	0.44657379388809204	590	all-MiniLM-L6-v2
4	0	s_212_189_1	0.44654908776283264	591	all-MiniLM-L6-v2
4	0	s_8_482_3	0.4464423954486847	592	all-MiniLM-L6-v2
4	0	s_1118_387_1	0.4463787078857422	593	all-MiniLM-L6-v2
4	0	s_2355_521_5	0.4462398290634155	594	all-MiniLM-L6-v2
4	0	s_2595_366_48	0.4462209641933441	595	all-MiniLM-L6-v2
4	0	s_2330_948_4	0.44583266973495483	596	all-MiniLM-L6-v2
4	0	s_838_748_0	0.44568297266960144	597	all-MiniLM-L6-v2
4	0	s_3071_114_1	0.4456729590892792	598	all-MiniLM-L6-v2
4	0	s_1551_28_10	0.44567251205444336	599	all-MiniLM-L6-v2
4	0	s_1738_264_1	0.44547444581985474	600	all-MiniLM-L6-v2
4	0	s_1727_264_0	0.44540083408355713	601	all-MiniLM-L6-v2
4	0	s_1450_267_1	0.44536298513412476	602	all-MiniLM-L6-v2
4	0	s_283_1286_1	0.44522833824157715	603	all-MiniLM-L6-v2
4	0	s_282_59_6	0.44519054889678955	604	all-MiniLM-L6-v2
4	0	s_2035_910_3	0.4451777935028076	605	all-MiniLM-L6-v2
4	0	s_1404_850_10	0.44517576694488525	606	all-MiniLM-L6-v2
4	0	s_71_25_1	0.4451516270637512	607	all-MiniLM-L6-v2
4	0	s_1314_14_2	0.44508451223373413	608	all-MiniLM-L6-v2
4	0	s_1193_179_12	0.44500938057899475	609	all-MiniLM-L6-v2
4	0	s_555_849_0	0.4449491798877716	610	all-MiniLM-L6-v2
4	0	s_1712_150_125	0.44470083713531494	611	all-MiniLM-L6-v2
4	0	s_1692_475_86	0.44466185569763184	612	all-MiniLM-L6-v2
4	0	s_1116_699_0	0.4446268081665039	613	all-MiniLM-L6-v2
4	0	s_321_122_0	0.44453173875808716	614	all-MiniLM-L6-v2
4	0	s_614_1412_0	0.4442248046398163	615	all-MiniLM-L6-v2
4	0	s_2815_1660_52	0.44421693682670593	616	all-MiniLM-L6-v2
4	0	s_758_848_1	0.44408154487609863	617	all-MiniLM-L6-v2
4	0	s_2415_532_0	0.4440563917160034	618	all-MiniLM-L6-v2
4	0	s_888_1715_0	0.44403907656669617	619	all-MiniLM-L6-v2
4	0	s_1514_534_198	0.44403785467147827	620	all-MiniLM-L6-v2
4	0	s_2459_833_5	0.44387364387512207	621	all-MiniLM-L6-v2
4	0	s_1404_1138_1	0.443678081035614	622	all-MiniLM-L6-v2
4	0	s_2117_1348_1	0.44356346130371094	623	all-MiniLM-L6-v2
4	0	s_1132_1004_0	0.44356101751327515	624	all-MiniLM-L6-v2
4	0	s_1670_307_0	0.4433513283729553	625	all-MiniLM-L6-v2
4	0	s_785_502_5	0.4432663321495056	626	all-MiniLM-L6-v2
4	0	s_220_1121_21	0.44315022230148315	627	all-MiniLM-L6-v2
4	0	s_3015_739_0	0.44308608770370483	628	all-MiniLM-L6-v2
4	0	s_3047_921_1	0.4430255591869354	629	all-MiniLM-L6-v2
4	0	s_1170_361_2	0.442889004945755	630	all-MiniLM-L6-v2
4	0	s_2724_381_1	0.4428282082080841	631	all-MiniLM-L6-v2
4	0	s_2890_271_151	0.4427799582481384	632	all-MiniLM-L6-v2
4	0	s_2415_1005_20	0.44267362356185913	633	all-MiniLM-L6-v2
4	0	s_453_419_0	0.4426064193248749	634	all-MiniLM-L6-v2
4	0	s_655_6_31	0.4424136281013489	635	all-MiniLM-L6-v2
4	0	s_210_99_5	0.44240903854370117	636	all-MiniLM-L6-v2
4	0	s_1601_769_4	0.4424017071723938	637	all-MiniLM-L6-v2
4	0	s_1599_53_1	0.4421684741973877	638	all-MiniLM-L6-v2
4	0	s_2993_393_5	0.4420201778411865	639	all-MiniLM-L6-v2
4	0	s_2184_218_0	0.44196075201034546	640	all-MiniLM-L6-v2
4	0	s_222_665_0	0.4418644309043884	641	all-MiniLM-L6-v2
4	0	s_1609_737_2	0.4418392777442932	642	all-MiniLM-L6-v2
4	0	s_1450_920_0	0.4416189193725586	643	all-MiniLM-L6-v2
4	0	s_1625_26_2	0.44142377376556396	644	all-MiniLM-L6-v2
4	0	s_890_1418_4	0.44125083088874817	645	all-MiniLM-L6-v2
4	0	s_2740_55_0	0.4411717653274536	646	all-MiniLM-L6-v2
4	0	s_1517_678_0	0.4411008059978485	647	all-MiniLM-L6-v2
4	0	s_1064_1205_0	0.44098344445228577	648	all-MiniLM-L6-v2
4	0	s_2065_1045_78	0.44095972180366516	649	all-MiniLM-L6-v2
4	0	s_1514_996_76	0.44095972180366516	650	all-MiniLM-L6-v2
4	0	s_552_263_27	0.4409463703632355	651	all-MiniLM-L6-v2
4	0	s_3102_321_12	0.44093695282936096	652	all-MiniLM-L6-v2
4	0	s_298_1371_0	0.44093412160873413	653	all-MiniLM-L6-v2
4	0	s_1116_1087_2	0.44086188077926636	654	all-MiniLM-L6-v2
4	0	s_2415_157_0	0.4408612847328186	655	all-MiniLM-L6-v2
4	0	s_1552_471_4	0.44061535596847534	656	all-MiniLM-L6-v2
4	0	s_2748_434_0	0.4405340254306793	657	all-MiniLM-L6-v2
4	0	s_363_0_83	0.4405091106891632	658	all-MiniLM-L6-v2
4	0	s_2593_453_0	0.4404948949813843	659	all-MiniLM-L6-v2
4	0	s_1155_17_13	0.440493106842041	660	all-MiniLM-L6-v2
4	0	s_2593_432_4	0.4404446482658386	661	all-MiniLM-L6-v2
4	0	s_2070_41_16	0.4403079152107239	662	all-MiniLM-L6-v2
4	0	s_1601_728_10	0.4402533769607544	663	all-MiniLM-L6-v2
4	0	s_1738_251_4	0.4402095675468445	664	all-MiniLM-L6-v2
4	0	s_1379_92_0	0.4401273727416992	665	all-MiniLM-L6-v2
4	0	s_2402_883_2	0.4401162266731262	666	all-MiniLM-L6-v2
4	0	s_2317_22_0	0.4398781657218933	667	all-MiniLM-L6-v2
4	0	s_1601_180_2	0.4398028254508972	668	all-MiniLM-L6-v2
4	0	s_2124_752_2	0.4397397041320801	669	all-MiniLM-L6-v2
4	0	s_2338_524_2	0.43930837512016296	670	all-MiniLM-L6-v2
4	0	s_2958_188_11	0.43926891684532166	671	all-MiniLM-L6-v2
4	0	s_2000_60_3	0.43919846415519714	672	all-MiniLM-L6-v2
4	0	s_617_1891_8	0.43905872106552124	673	all-MiniLM-L6-v2
4	0	s_1764_52_2	0.43901270627975464	674	all-MiniLM-L6-v2
4	0	s_1644_64_0	0.43897995352745056	675	all-MiniLM-L6-v2
4	0	s_547_265_0	0.43886229395866394	676	all-MiniLM-L6-v2
4	0	s_2130_181_0	0.4386674165725708	677	all-MiniLM-L6-v2
4	0	s_614_1369_0	0.43858543038368225	678	all-MiniLM-L6-v2
4	0	s_2402_1250_5	0.43856000900268555	679	all-MiniLM-L6-v2
4	0	s_1483_123_5	0.43853676319122314	680	all-MiniLM-L6-v2
4	0	s_1360_425_101	0.438439279794693	681	all-MiniLM-L6-v2
4	0	s_1625_333_2	0.43836212158203125	682	all-MiniLM-L6-v2
4	0	s_2415_816_5	0.4383116364479065	683	all-MiniLM-L6-v2
4	0	s_1738_255_2	0.4383082687854767	684	all-MiniLM-L6-v2
4	0	s_1983_531_1	0.4382305145263672	685	all-MiniLM-L6-v2
4	0	s_2836_287_0	0.43817657232284546	686	all-MiniLM-L6-v2
4	0	s_1404_57_13	0.4380497932434082	687	all-MiniLM-L6-v2
4	0	s_328_125_0	0.4379521608352661	688	all-MiniLM-L6-v2
4	0	s_2154_21_0	0.4379357695579529	689	all-MiniLM-L6-v2
4	0	s_1141_20_0	0.43781977891921997	690	all-MiniLM-L6-v2
4	0	s_888_1402_3	0.4377979338169098	691	all-MiniLM-L6-v2
4	0	s_1978_1046_0	0.4375544786453247	692	all-MiniLM-L6-v2
4	0	s_2201_294_2	0.43754613399505615	693	all-MiniLM-L6-v2
4	0	s_86_325_3	0.4374435544013977	694	all-MiniLM-L6-v2
4	0	s_552_45_79	0.4374375343322754	695	all-MiniLM-L6-v2
4	0	s_243_385_0	0.43738120794296265	696	all-MiniLM-L6-v2
4	0	s_1287_315_6	0.4373532831668854	697	all-MiniLM-L6-v2
4	0	s_342_1373_2	0.4373193681240082	698	all-MiniLM-L6-v2
4	0	s_993_519_5	0.4372270405292511	699	all-MiniLM-L6-v2
4	0	s_2081_755_0	0.43719613552093506	700	all-MiniLM-L6-v2
4	0	s_8_91_0	0.4371141195297241	701	all-MiniLM-L6-v2
4	0	s_2514_905_0	0.4370700716972351	702	all-MiniLM-L6-v2
4	0	s_429_20_1	0.4370086193084717	703	all-MiniLM-L6-v2
4	0	s_2909_382_0	0.4369809925556183	704	all-MiniLM-L6-v2
4	0	s_1601_571_6	0.4369669258594513	705	all-MiniLM-L6-v2
4	0	s_1655_260_0	0.4368743598461151	706	all-MiniLM-L6-v2
4	0	s_2418_728_2	0.43685632944107056	707	all-MiniLM-L6-v2
4	0	s_2255_14_1	0.4367530345916748	708	all-MiniLM-L6-v2
4	0	s_3105_290_0	0.43672898411750793	709	all-MiniLM-L6-v2
4	0	s_889_146_1	0.43655526638031006	710	all-MiniLM-L6-v2
4	0	s_2833_40_0	0.43639618158340454	711	all-MiniLM-L6-v2
4	0	s_1965_113_0	0.43623536825180054	712	all-MiniLM-L6-v2
4	0	s_1855_353_0	0.4359561800956726	713	all-MiniLM-L6-v2
4	0	s_1030_564_1	0.4355534315109253	714	all-MiniLM-L6-v2
4	0	s_1933_63_7	0.4354231655597687	715	all-MiniLM-L6-v2
4	0	s_1199_265_0	0.43533623218536377	716	all-MiniLM-L6-v2
4	0	s_1990_633_0	0.4353194236755371	717	all-MiniLM-L6-v2
4	0	s_2635_121_1	0.43522435426712036	718	all-MiniLM-L6-v2
4	0	s_1352_388_7	0.4352160692214966	719	all-MiniLM-L6-v2
4	0	s_1586_143_0	0.43510520458221436	720	all-MiniLM-L6-v2
4	0	s_2237_1043_166	0.4349784553050995	721	all-MiniLM-L6-v2
4	0	s_244_201_0	0.4347062110900879	722	all-MiniLM-L6-v2
4	0	s_2844_643_12	0.43453991413116455	723	all-MiniLM-L6-v2
4	0	s_2448_54_0	0.434472918510437	724	all-MiniLM-L6-v2
4	0	s_1514_728_256	0.4344332814216614	725	all-MiniLM-L6-v2
4	0	s_993_273_3	0.43430858850479126	726	all-MiniLM-L6-v2
4	0	s_2343_35_0	0.4342568516731262	727	all-MiniLM-L6-v2
4	0	s_35_1955_1	0.43412643671035767	728	all-MiniLM-L6-v2
4	0	s_1336_191_0	0.4340835213661194	729	all-MiniLM-L6-v2
4	0	s_2661_532_0	0.43390363454818726	730	all-MiniLM-L6-v2
4	0	s_2993_418_1	0.4337959289550781	731	all-MiniLM-L6-v2
4	0	s_7_141_0	0.4335486888885498	732	all-MiniLM-L6-v2
4	0	s_1551_61_7	0.4335101246833801	733	all-MiniLM-L6-v2
4	0	s_2618_104_1	0.43344205617904663	734	all-MiniLM-L6-v2
4	0	s_1487_1307_0	0.4334275424480438	735	all-MiniLM-L6-v2
4	0	s_1404_138_6	0.43341535329818726	736	all-MiniLM-L6-v2
4	0	s_1351_62_12	0.43317943811416626	737	all-MiniLM-L6-v2
4	0	s_2904_521_1	0.43310415744781494	738	all-MiniLM-L6-v2
4	0	s_1922_70_3	0.4330814778804779	739	all-MiniLM-L6-v2
4	0	s_1404_870_8	0.43289780616760254	740	all-MiniLM-L6-v2
4	0	s_2100_181_12	0.4325868785381317	741	all-MiniLM-L6-v2
4	0	s_2953_835_5	0.4324713945388794	742	all-MiniLM-L6-v2
4	0	s_1036_635_0	0.4324621260166168	743	all-MiniLM-L6-v2
4	0	s_1255_68_1	0.43230849504470825	744	all-MiniLM-L6-v2
4	0	s_1811_211_0	0.43229448795318604	745	all-MiniLM-L6-v2
4	0	s_1701_768_2	0.4322080910205841	746	all-MiniLM-L6-v2
4	0	s_356_101_4	0.4321369528770447	747	all-MiniLM-L6-v2
4	0	s_321_52_0	0.43203914165496826	748	all-MiniLM-L6-v2
4	0	s_931_642_0	0.43203791975975037	749	all-MiniLM-L6-v2
4	0	s_2815_464_3	0.4320283532142639	750	all-MiniLM-L6-v2
4	0	s_1404_856_3	0.4320037364959717	751	all-MiniLM-L6-v2
4	0	s_2479_81_6	0.4319382905960083	752	all-MiniLM-L6-v2
4	0	s_2100_181_10	0.43189737200737	753	all-MiniLM-L6-v2
4	0	s_2958_196_1	0.43185460567474365	754	all-MiniLM-L6-v2
4	0	s_328_544_2	0.43182843923568726	755	all-MiniLM-L6-v2
4	0	s_1355_339_1	0.43180692195892334	756	all-MiniLM-L6-v2
4	0	s_2500_1411_1	0.4317500591278076	757	all-MiniLM-L6-v2
4	0	s_1394_294_1	0.4317072629928589	758	all-MiniLM-L6-v2
4	0	s_3093_315_0	0.4316815733909607	759	all-MiniLM-L6-v2
4	0	s_512_1216_13	0.4316495358943939	760	all-MiniLM-L6-v2
4	0	s_2031_1_13	0.4314911961555481	761	all-MiniLM-L6-v2
4	0	s_1949_671_0	0.4314239025115967	762	all-MiniLM-L6-v2
4	0	s_1438_145_1	0.43140488862991333	763	all-MiniLM-L6-v2
4	0	s_897_1268_15	0.43140092492103577	764	all-MiniLM-L6-v2
4	0	s_2417_88_3	0.4313480854034424	765	all-MiniLM-L6-v2
4	0	s_1053_458_92	0.4312859773635864	766	all-MiniLM-L6-v2
4	0	s_1609_891_0	0.4312666058540344	767	all-MiniLM-L6-v2
4	0	s_1552_70_5	0.4312065839767456	768	all-MiniLM-L6-v2
4	0	s_1625_605_3	0.43119171261787415	769	all-MiniLM-L6-v2
4	0	s_1499_927_38	0.4309903383255005	770	all-MiniLM-L6-v2
4	0	s_2402_491_1	0.4309726357460022	771	all-MiniLM-L6-v2
4	0	s_796_794_2	0.43093645572662354	772	all-MiniLM-L6-v2
4	0	s_2007_693_0	0.4309030771255493	773	all-MiniLM-L6-v2
4	0	s_1513_378_0	0.43077266216278076	774	all-MiniLM-L6-v2
4	0	s_1517_614_2	0.430740624666214	775	all-MiniLM-L6-v2
4	0	s_981_83_4	0.4306352138519287	776	all-MiniLM-L6-v2
4	0	s_1768_250_0	0.4305485785007477	777	all-MiniLM-L6-v2
4	0	s_1265_884_4	0.4305475950241089	778	all-MiniLM-L6-v2
4	0	s_2118_227_1	0.4305235743522644	779	all-MiniLM-L6-v2
4	0	s_1859_501_3	0.4304666519165039	780	all-MiniLM-L6-v2
4	0	s_452_665_0	0.4304226040840149	781	all-MiniLM-L6-v2
4	0	s_2387_247_0	0.43041425943374634	782	all-MiniLM-L6-v2
4	0	s_41_1717_1	0.43038132786750793	783	all-MiniLM-L6-v2
4	0	s_1727_383_2	0.4302588701248169	784	all-MiniLM-L6-v2
4	0	s_3028_373_8	0.43017372488975525	785	all-MiniLM-L6-v2
4	0	s_1552_914_6	0.4300018548965454	786	all-MiniLM-L6-v2
4	0	s_2776_1113_1	0.4299708306789398	787	all-MiniLM-L6-v2
4	0	s_2415_193_3	0.4299403429031372	788	all-MiniLM-L6-v2
4	0	s_785_502_0	0.42979952692985535	789	all-MiniLM-L6-v2
4	0	s_785_373_5	0.4297659993171692	790	all-MiniLM-L6-v2
4	0	s_1247_1073_0	0.42959773540496826	791	all-MiniLM-L6-v2
4	0	s_356_60_28	0.42959725856781006	792	all-MiniLM-L6-v2
4	0	s_1625_618_0	0.4295288324356079	793	all-MiniLM-L6-v2
4	0	s_10_1045_1	0.4294676184654236	794	all-MiniLM-L6-v2
4	0	s_2635_397_0	0.42930281162261963	795	all-MiniLM-L6-v2
4	0	s_2904_664_4	0.42930150032043457	796	all-MiniLM-L6-v2
4	0	s_1738_230_4	0.4292837977409363	797	all-MiniLM-L6-v2
4	0	s_254_95_0	0.4291977286338806	798	all-MiniLM-L6-v2
4	0	s_1313_20_0	0.42904794216156006	799	all-MiniLM-L6-v2
4	0	s_2402_810_1	0.42902302742004395	800	all-MiniLM-L6-v2
4	0	s_3024_304_3	0.4288213551044464	801	all-MiniLM-L6-v2
4	0	s_982_966_3	0.4285174310207367	802	all-MiniLM-L6-v2
4	0	s_1469_1432_1	0.42822209000587463	803	all-MiniLM-L6-v2
4	0	s_41_1160_2	0.42822209000587463	804	all-MiniLM-L6-v2
4	0	s_1175_1320_0	0.4282190799713135	805	all-MiniLM-L6-v2
4	0	s_1656_36_0	0.4280818700790405	806	all-MiniLM-L6-v2
4	0	s_993_43_0	0.4279569983482361	807	all-MiniLM-L6-v2
4	0	s_1259_424_4	0.42780444025993347	808	all-MiniLM-L6-v2
4	0	s_1995_414_14	0.4276707172393799	809	all-MiniLM-L6-v2
4	0	s_888_733_3	0.42766237258911133	810	all-MiniLM-L6-v2
4	0	s_1404_60_0	0.4275881052017212	811	all-MiniLM-L6-v2
4	0	s_2815_1268_2	0.42757660150527954	812	all-MiniLM-L6-v2
4	0	s_2479_28_5	0.4275357127189636	813	all-MiniLM-L6-v2
4	0	s_574_377_0	0.4274706244468689	814	all-MiniLM-L6-v2
4	0	s_2008_401_1	0.4273839592933655	815	all-MiniLM-L6-v2
4	0	s_1404_1083_0	0.4273725748062134	816	all-MiniLM-L6-v2
4	0	s_1050_1353_2	0.4273700714111328	817	all-MiniLM-L6-v2
4	0	s_697_135_6	0.42724528908729553	818	all-MiniLM-L6-v2
4	0	s_552_636_4	0.42714521288871765	819	all-MiniLM-L6-v2
4	0	s_1404_986_2	0.42714011669158936	820	all-MiniLM-L6-v2
4	0	s_1469_560_3	0.4270806312561035	821	all-MiniLM-L6-v2
4	0	s_976_157_3	0.4270421266555786	822	all-MiniLM-L6-v2
4	0	s_342_1233_8	0.4270247519016266	823	all-MiniLM-L6-v2
4	0	s_2780_337_1	0.4270246624946594	824	all-MiniLM-L6-v2
4	0	s_2993_372_0	0.4269326329231262	825	all-MiniLM-L6-v2
4	0	s_1730_30_0	0.42689746618270874	826	all-MiniLM-L6-v2
4	0	s_2832_796_0	0.42680683732032776	827	all-MiniLM-L6-v2
4	0	s_2800_49_0	0.4267544150352478	828	all-MiniLM-L6-v2
4	0	s_156_294_2	0.4267268180847168	829	all-MiniLM-L6-v2
4	0	s_214_964_0	0.4266848564147949	830	all-MiniLM-L6-v2
4	0	s_2695_1238_0	0.42665812373161316	831	all-MiniLM-L6-v2
4	0	s_2402_1043_0	0.42665472626686096	832	all-MiniLM-L6-v2
4	0	s_1580_85_8	0.426583856344223	833	all-MiniLM-L6-v2
4	0	s_1580_37_2	0.42653876543045044	834	all-MiniLM-L6-v2
4	0	s_1551_0_77	0.4265200197696686	835	all-MiniLM-L6-v2
4	0	s_835_42_22	0.42641302943229675	836	all-MiniLM-L6-v2
4	0	s_2840_667_1	0.42641302943229675	837	all-MiniLM-L6-v2
4	0	s_1483_67_4	0.4263833165168762	838	all-MiniLM-L6-v2
4	0	s_2661_568_0	0.4263349771499634	839	all-MiniLM-L6-v2
4	0	s_1549_14_0	0.4263349175453186	840	all-MiniLM-L6-v2
4	0	s_1132_298_0	0.42631402611732483	841	all-MiniLM-L6-v2
4	0	s_702_141_9	0.4262334704399109	842	all-MiniLM-L6-v2
4	0	s_508_3_0	0.4262300431728363	843	all-MiniLM-L6-v2
4	0	s_2801_743_1	0.4261797368526459	844	all-MiniLM-L6-v2
4	0	s_1314_245_6	0.42609304189682007	845	all-MiniLM-L6-v2
4	0	s_70_262_3	0.4258589446544647	846	all-MiniLM-L6-v2
4	0	s_1265_387_0	0.4257346987724304	847	all-MiniLM-L6-v2
4	0	s_103_228_0	0.4256877899169922	848	all-MiniLM-L6-v2
4	0	s_1692_390_53	0.4256369471549988	849	all-MiniLM-L6-v2
4	0	s_258_109_0	0.42538195848464966	850	all-MiniLM-L6-v2
4	0	s_2007_95_0	0.42531299591064453	851	all-MiniLM-L6-v2
4	0	s_3042_4_99	0.4252658188343048	852	all-MiniLM-L6-v2
4	0	s_2456_909_0	0.425240695476532	853	all-MiniLM-L6-v2
4	0	s_1404_950_0	0.4251769185066223	854	all-MiniLM-L6-v2
4	0	s_1691_23_4	0.4251639246940613	855	all-MiniLM-L6-v2
4	0	s_1437_225_2	0.4251553416252136	856	all-MiniLM-L6-v2
4	0	s_201_5_1	0.42513465881347656	857	all-MiniLM-L6-v2
4	0	s_2384_162_0	0.42500412464141846	858	all-MiniLM-L6-v2
4	0	s_2007_134_0	0.42473816871643066	859	all-MiniLM-L6-v2
4	0	s_342_1297_0	0.4246680736541748	860	all-MiniLM-L6-v2
4	0	s_1609_169_1	0.4245930314064026	861	all-MiniLM-L6-v2
4	0	s_1774_1124_5	0.42448240518569946	862	all-MiniLM-L6-v2
4	0	s_1715_78_18	0.4242019057273865	863	all-MiniLM-L6-v2
4	0	s_420_1441_0	0.42409786581993103	864	all-MiniLM-L6-v2
4	0	s_1513_1042_0	0.42406442761421204	865	all-MiniLM-L6-v2
4	0	s_2007_212_0	0.42388585209846497	866	all-MiniLM-L6-v2
4	0	s_1404_88_9	0.42382627725601196	867	all-MiniLM-L6-v2
4	0	s_1053_549_178	0.4238094687461853	868	all-MiniLM-L6-v2
4	0	s_2415_1024_5	0.4238056540489197	869	all-MiniLM-L6-v2
4	0	s_159_203_0	0.42380398511886597	870	all-MiniLM-L6-v2
4	0	s_1768_731_0	0.4237520396709442	871	all-MiniLM-L6-v2
4	0	s_1851_2_42	0.4233939051628113	872	all-MiniLM-L6-v2
4	0	s_2398_1008_0	0.42332541942596436	873	all-MiniLM-L6-v2
4	0	s_2958_299_28	0.4233163893222809	874	all-MiniLM-L6-v2
4	0	s_3028_233_4	0.42330795526504517	875	all-MiniLM-L6-v2
4	0	s_2540_110_19	0.42326897382736206	876	all-MiniLM-L6-v2
4	0	s_2479_122_24	0.423260360956192	877	all-MiniLM-L6-v2
4	0	s_1808_66_0	0.4230407774448395	878	all-MiniLM-L6-v2
4	0	s_1509_799_3	0.422984778881073	879	all-MiniLM-L6-v2
4	0	s_2004_19_9	0.42298293113708496	880	all-MiniLM-L6-v2
4	0	s_2184_181_4	0.4228207468986511	881	all-MiniLM-L6-v2
4	0	s_2584_5_6	0.4228079915046692	882	all-MiniLM-L6-v2
4	0	s_2993_408_1	0.42278218269348145	883	all-MiniLM-L6-v2
4	0	s_1551_472_2	0.42277124524116516	884	all-MiniLM-L6-v2
4	0	s_706_565_1	0.4227564334869385	885	all-MiniLM-L6-v2
4	0	s_2402_11_1	0.4225738048553467	886	all-MiniLM-L6-v2
4	0	s_2840_501_0	0.4224902391433716	887	all-MiniLM-L6-v2
4	0	s_2415_502_0	0.4224710166454315	888	all-MiniLM-L6-v2
4	0	s_479_69_1	0.4224100112915039	889	all-MiniLM-L6-v2
4	0	s_356_105_10	0.4223807454109192	890	all-MiniLM-L6-v2
4	0	s_2774_495_1	0.4223440885543823	891	all-MiniLM-L6-v2
4	0	s_1160_120_1	0.42229369282722473	892	all-MiniLM-L6-v2
4	0	s_552_541_2	0.4222884774208069	893	all-MiniLM-L6-v2
4	0	s_951_190_1	0.42218369245529175	894	all-MiniLM-L6-v2
4	0	s_1702_211_1	0.4221811890602112	895	all-MiniLM-L6-v2
4	0	s_1514_909_61	0.42213165760040283	896	all-MiniLM-L6-v2
4	0	s_2978_4_1	0.42198315262794495	897	all-MiniLM-L6-v2
4	0	s_888_627_0	0.42196160554885864	898	all-MiniLM-L6-v2
4	0	s_2007_831_0	0.4219608008861542	899	all-MiniLM-L6-v2
4	0	s_2681_1097_0	0.4218384027481079	900	all-MiniLM-L6-v2
4	0	s_289_702_1	0.4218384027481079	901	all-MiniLM-L6-v2
